FECHA_INGRESO,RESULTADO,municipio_resx
2020-03-15,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-15,2,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-15,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-15,5,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-15,1,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-15,1,"GUANAJUATO,IRAPUATO"
2020-03-15,1,"GUANAJUATO,LEÓN"
2020-03-15,1,"HIDALGO,PACHUCA DE SOTO"
2020-03-15,2,"JALISCO,GUADALAJARA"
2020-03-15,4,"MÉXICO,HUIXQUILUCAN"
2020-03-15,1,"MÉXICO,IXTAPALUCA"
2020-03-15,1,"MÉXICO,LA PAZ"
2020-03-15,4,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-15,2,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-15,1,"PUEBLA,SAN PEDRO CHOLULA"
2020-03-15,1,"SONORA,HERMOSILLO"
2020-03-15,1,"TAMAULIPAS,ALTAMIRA"
2020-03-15,1,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-03-15,1,"VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ"
2020-03-15,4,"YUCATÁN,MÉRIDA"
2020-03-16,1,"BAJA CALIFORNIA,MEXICALI"
2020-03-16,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-16,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-16,3,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-16,12,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-16,1,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-16,8,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-16,1,"COAHUILA DE ZARAGOZA,MONCLOVA"
2020-03-16,1,"COLIMA,COLIMA"
2020-03-16,2,"GUANAJUATO,LEÓN"
2020-03-16,2,"GUERRERO,ACAPULCO DE JUÁREZ"
2020-03-16,6,"JALISCO,GUADALAJARA"
2020-03-16,6,"JALISCO,ZAPOPAN"
2020-03-16,1,"MÉXICO,ATIZAPÁN DE ZARAGOZA"
2020-03-16,2,"MÉXICO,HUIXQUILUCAN"
2020-03-16,1,"MÉXICO,IXTLAHUACA"
2020-03-16,1,"MÉXICO,TEXCOCO"
2020-03-16,1,"MÉXICO,TULTITLÁN"
2020-03-16,2,"NUEVO LEÓN,MONTERREY"
2020-03-16,4,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-16,1,"PUEBLA,PUEBLA"
2020-03-16,1,"PUEBLA,TEHUACÁN"
2020-03-16,3,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-16,1,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-16,1,"SINALOA,AHOME"
2020-03-16,1,"TAMAULIPAS,REYNOSA"
2020-03-16,2,"YUCATÁN,MÉRIDA"
2020-03-16,1,"ZACATECAS,GUADALUPE"
2020-03-17,1,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-17,3,"BAJA CALIFORNIA,TIJUANA"
2020-03-17,1,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-17,3,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-17,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-17,11,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-17,3,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-17,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-17,1,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-17,2,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-17,8,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-17,2,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-17,2,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-17,1,"COAHUILA DE ZARAGOZA,SALTILLO"
2020-03-17,1,"COAHUILA DE ZARAGOZA,TORREÓN"
2020-03-17,1,"DURANGO,GÓMEZ PALACIO"
2020-03-17,3,"GUERRERO,ACAPULCO DE JUÁREZ"
2020-03-17,1,"GUERRERO,CHILPANCINGO DE LOS BRAVO"
2020-03-17,1,"GUERRERO,TAXCO DE ALARCÓN"
2020-03-17,1,"HIDALGO,MINERAL DE LA REFORMA"
2020-03-17,1,"HIDALGO,PACHUCA DE SOTO"
2020-03-17,1,"JALISCO,CUAUTLA"
2020-03-17,3,"JALISCO,GUADALAJARA"
2020-03-17,2,"JALISCO,ZAPOPAN"
2020-03-17,1,"MORELOS,YAUTEPEC"
2020-03-17,1,"MÉXICO,ATIZAPÁN DE ZARAGOZA"
2020-03-17,1,"MÉXICO,CUAUTITLÁN"
2020-03-17,2,"MÉXICO,HUIXQUILUCAN"
2020-03-17,1,"MÉXICO,IXTAPALUCA"
2020-03-17,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-17,1,"MÉXICO,TLALNEPANTLA DE BAZ"
2020-03-17,1,"NUEVO LEÓN,APODACA"
2020-03-17,2,"NUEVO LEÓN,GUADALUPE"
2020-03-17,3,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-17,1,"PUEBLA,CUAUTLANCINGO"
2020-03-17,1,"PUEBLA,HUEJOTZINGO"
2020-03-17,3,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-17,1,"QUERÉTARO,EL MARQUÉS"
2020-03-17,1,"QUERÉTARO,QUERÉTARO"
2020-03-17,2,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-17,2,"QUINTANA ROO,SOLIDARIDAD"
2020-03-17,5,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-17,1,"SINALOA,CULIACÁN"
2020-03-17,2,"SONORA,HERMOSILLO"
2020-03-17,1,"TABASCO,CÁRDENAS"
2020-03-17,6,"YUCATÁN,MÉRIDA"
2020-03-18,2,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-18,1,"AGUASCALIENTES,ASIENTOS"
2020-03-18,3,"BAJA CALIFORNIA,MEXICALI"
2020-03-18,1,"BAJA CALIFORNIA,TIJUANA"
2020-03-18,1,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-18,1,"CHIAPAS,TUXTLA GUTIÉRREZ"
2020-03-18,1,"CHIHUAHUA,JUÁREZ"
2020-03-18,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-18,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-18,4,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-18,3,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-18,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-18,3,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-18,1,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-18,12,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-18,5,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-18,1,"COAHUILA DE ZARAGOZA,MONCLOVA"
2020-03-18,1,"COAHUILA DE ZARAGOZA,SALTILLO"
2020-03-18,1,"DURANGO,DURANGO"
2020-03-18,1,"GUANAJUATO,LEÓN"
2020-03-18,1,"GUERRERO,CHILPANCINGO DE LOS BRAVO"
2020-03-18,3,"JALISCO,GUADALAJARA"
2020-03-18,14,"JALISCO,ZAPOPAN"
2020-03-18,1,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-18,1,"MORELOS,CUAUTLA"
2020-03-18,2,"MÉXICO,CUAUTITLÁN IZCALLI"
2020-03-18,1,"MÉXICO,ECATEPEC DE MORELOS"
2020-03-18,3,"MÉXICO,NEZAHUALCÓYOTL"
2020-03-18,1,"NAYARIT,TEPIC"
2020-03-18,1,"NUEVO LEÓN,MONTERREY"
2020-03-18,1,"NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA"
2020-03-18,7,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-18,1,"PUEBLA,PUEBLA"
2020-03-18,4,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-18,1,"PUEBLA,TEZIUTLÁN"
2020-03-18,1,"QUERÉTARO,EL MARQUÉS"
2020-03-18,1,"QUERÉTARO,QUERÉTARO"
2020-03-18,1,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-18,1,"QUINTANA ROO,PUERTO MORELOS"
2020-03-18,1,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-18,2,"TABASCO,CENTRO"
2020-03-18,1,"TABASCO,COMALCALCO"
2020-03-18,5,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-03-18,1,"VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN"
2020-03-18,1,"VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ"
2020-03-19,1,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-19,1,"BAJA CALIFORNIA,ENSENADA"
2020-03-19,1,"BAJA CALIFORNIA,MEXICALI"
2020-03-19,1,"BAJA CALIFORNIA,PLAYAS DE ROSARITO"
2020-03-19,2,"BAJA CALIFORNIA,TIJUANA"
2020-03-19,1,"CHIHUAHUA,CHIHUAHUA"
2020-03-19,1,"CIUDAD DE MÉXICO,AZCAPOTZALCO"
2020-03-19,3,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-19,6,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-19,1,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-19,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-19,1,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-19,1,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-19,15,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-19,5,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-19,1,"CIUDAD DE MÉXICO,VENUSTIANO CARRANZA"
2020-03-19,4,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-19,3,"COAHUILA DE ZARAGOZA,TORREÓN"
2020-03-19,1,"GUANAJUATO,IRAPUATO"
2020-03-19,7,"JALISCO,GUADALAJARA"
2020-03-19,4,"JALISCO,ZAPOPAN"
2020-03-19,1,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-19,1,"MÉXICO,ATIZAPÁN"
2020-03-19,3,"MÉXICO,ATIZAPÁN DE ZARAGOZA"
2020-03-19,1,"MÉXICO,CUAUTITLÁN IZCALLI"
2020-03-19,2,"MÉXICO,HUIXQUILUCAN"
2020-03-19,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-19,2,"MÉXICO,NEZAHUALCÓYOTL"
2020-03-19,1,"MÉXICO,TECÁMAC"
2020-03-19,2,"MÉXICO,TOLUCA"
2020-03-19,1,"NAYARIT,TEPIC"
2020-03-19,2,"NUEVO LEÓN,MONTERREY"
2020-03-19,2,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-19,1,"OAXACA,OAXACA DE JUÁREZ"
2020-03-19,4,"PUEBLA,PUEBLA"
2020-03-19,1,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-19,2,"PUEBLA,SAN PEDRO CHOLULA"
2020-03-19,2,"QUERÉTARO,QUERÉTARO"
2020-03-19,1,"QUERÉTARO,SAN JUAN DEL RÍO"
2020-03-19,5,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-19,3,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-19,1,"SINALOA,GUASAVE"
2020-03-19,1,"SINALOA,SINALOA"
2020-03-19,1,"TABASCO,CENTRO"
2020-03-19,1,"TABASCO,COMALCALCO"
2020-03-19,1,"TAMAULIPAS,CIUDAD MADERO"
2020-03-19,3,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-03-19,1,"VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS"
2020-03-19,1,"VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ"
2020-03-19,2,"YUCATÁN,MÉRIDA"
2020-03-20,2,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-20,2,"BAJA CALIFORNIA,MEXICALI"
2020-03-20,4,"BAJA CALIFORNIA,TIJUANA"
2020-03-20,1,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-20,3,"CHIHUAHUA,JUÁREZ"
2020-03-20,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-20,2,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-20,4,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-20,1,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-20,2,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-20,1,"CIUDAD DE MÉXICO,IZTACALCO"
2020-03-20,1,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-20,1,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-20,3,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-20,1,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-20,1,"CIUDAD DE MÉXICO,TLÁHUAC"
2020-03-20,1,"CIUDAD DE MÉXICO,VENUSTIANO CARRANZA"
2020-03-20,5,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-20,3,"COAHUILA DE ZARAGOZA,SALTILLO"
2020-03-20,1,"COAHUILA DE ZARAGOZA,TORREÓN"
2020-03-20,2,"GUANAJUATO,LEÓN"
2020-03-20,2,"GUANAJUATO,SALAMANCA"
2020-03-20,1,"HIDALGO,ATOTONILCO DE TULA"
2020-03-20,1,"HIDALGO,PACHUCA DE SOTO"
2020-03-20,1,"HIDALGO,TULANCINGO DE BRAVO"
2020-03-20,3,"JALISCO,GUADALAJARA"
2020-03-20,1,"JALISCO,PUERTO VALLARTA"
2020-03-20,1,"JALISCO,ZAPOPAN"
2020-03-20,2,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-20,1,"MORELOS,CUERNAVACA"
2020-03-20,1,"MÉXICO,COATEPEC HARINAS"
2020-03-20,1,"MÉXICO,CUAUTITLÁN IZCALLI"
2020-03-20,1,"MÉXICO,ECATEPEC DE MORELOS"
2020-03-20,1,"MÉXICO,HUIXQUILUCAN"
2020-03-20,2,"MÉXICO,METEPEC"
2020-03-20,2,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-20,1,"MÉXICO,TEXCOCO"
2020-03-20,1,"MÉXICO,TOLUCA"
2020-03-20,1,"NUEVO LEÓN,GUADALUPE"
2020-03-20,3,"NUEVO LEÓN,MONTERREY"
2020-03-20,8,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-20,1,"OAXACA,LOMA BONITA"
2020-03-20,3,"PUEBLA,PUEBLA"
2020-03-20,1,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-20,1,"PUEBLA,TLAPANALÁ"
2020-03-20,1,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-20,3,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-20,1,"SINALOA,CULIACÁN"
2020-03-20,1,"SONORA,NAVOJOA"
2020-03-20,2,"TABASCO,CENTRO"
2020-03-20,1,"TAMAULIPAS,MATAMOROS"
2020-03-20,1,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-03-20,6,"YUCATÁN,MÉRIDA"
2020-03-20,1,"ZACATECAS,SOMBRERETE"
2020-03-21,1,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-21,2,"BAJA CALIFORNIA,MEXICALI"
2020-03-21,1,"BAJA CALIFORNIA,TIJUANA"
2020-03-21,1,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-21,1,"CHIHUAHUA,CHIHUAHUA"
2020-03-21,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-21,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-21,3,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-21,1,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-21,1,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-21,3,"CIUDAD DE MÉXICO,XOCHIMILCO"
2020-03-21,2,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-21,1,"DURANGO,GÓMEZ PALACIO"
2020-03-21,1,"GUANAJUATO,GUANAJUATO"
2020-03-21,10,"GUANAJUATO,LEÓN"
2020-03-21,1,"GUERRERO,ACAPULCO DE JUÁREZ"
2020-03-21,3,"HIDALGO,PACHUCA DE SOTO"
2020-03-21,1,"JALISCO,ZAPOPAN"
2020-03-21,5,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-21,1,"MORELOS,TEMIXCO"
2020-03-21,2,"MÉXICO,ECATEPEC DE MORELOS"
2020-03-21,1,"MÉXICO,METEPEC"
2020-03-21,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-21,1,"MÉXICO,TEXCOCO"
2020-03-21,4,"NUEVO LEÓN,MONTERREY"
2020-03-21,1,"OAXACA,SANTA MARÍA DEL TULE"
2020-03-21,3,"PUEBLA,PUEBLA"
2020-03-21,1,"PUEBLA,SAN PEDRO CHOLULA"
2020-03-21,1,"QUERÉTARO,QUERÉTARO"
2020-03-21,3,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-21,4,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-21,1,"SONORA,GUAYMAS"
2020-03-21,1,"VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ"
2020-03-21,1,"ZACATECAS,GUADALUPE"
2020-03-22,1,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-22,2,"BAJA CALIFORNIA,MEXICALI"
2020-03-22,1,"CHIHUAHUA,JUÁREZ"
2020-03-22,1,"CIUDAD DE MÉXICO,AZCAPOTZALCO"
2020-03-22,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-22,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-22,1,"CIUDAD DE MÉXICO,IZTACALCO"
2020-03-22,1,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-22,1,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-22,1,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-22,2,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-22,1,"CIUDAD DE MÉXICO,XOCHIMILCO"
2020-03-22,1,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-22,1,"GUANAJUATO,IRAPUATO"
2020-03-22,1,"JALISCO,TLAJOMULCO DE ZÚÑIGA"
2020-03-22,2,"JALISCO,TOMATLÁN"
2020-03-22,1,"MÉXICO,HUIXQUILUCAN"
2020-03-22,1,"MÉXICO,IXTAPALUCA"
2020-03-22,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-22,1,"MÉXICO,NICOLÁS ROMERO"
2020-03-22,1,"MÉXICO,TLALNEPANTLA DE BAZ"
2020-03-22,2,"NUEVO LEÓN,MONTERREY"
2020-03-22,1,"NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA"
2020-03-22,1,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-22,1,"OAXACA,SANTA LUCÍA DEL CAMINO"
2020-03-22,1,"PUEBLA,CHALCHICOMULA DE SESMA"
2020-03-22,1,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-22,1,"QUINTANA ROO,BACALAR"
2020-03-22,2,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-22,1,"QUINTANA ROO,SOLIDARIDAD"
2020-03-22,1,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-22,1,"SINALOA,CULIACÁN"
2020-03-22,1,"TAMAULIPAS,CIUDAD MADERO"
2020-03-22,1,"TAMAULIPAS,TAMPICO"
2020-03-22,7,"YUCATÁN,MÉRIDA"
2020-03-22,1,"YUCATÁN,VALLADOLID"
2020-03-22,1,"ZACATECAS,GUADALUPE"
2020-03-23,2,"AGUASCALIENTES,AGUASCALIENTES"
2020-03-23,1,"AGUASCALIENTES,JESÚS MARÍA"
2020-03-23,1,"AGUASCALIENTES,PABELLÓN DE ARTEAGA"
2020-03-23,6,"BAJA CALIFORNIA,MEXICALI"
2020-03-23,1,"BAJA CALIFORNIA,NO ESPECIFICADO"
2020-03-23,1,"BAJA CALIFORNIA,TECATE"
2020-03-23,2,"BAJA CALIFORNIA,TIJUANA"
2020-03-23,4,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-23,1,"CAMPECHE,CAMPECHE"
2020-03-23,1,"CHIAPAS,PALENQUE"
2020-03-23,1,"CHIAPAS,TAPACHULA"
2020-03-23,1,"CHIAPAS,TUXTLA GUTIÉRREZ"
2020-03-23,3,"CIUDAD DE MÉXICO,AZCAPOTZALCO"
2020-03-23,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-23,1,"CIUDAD DE MÉXICO,COYOACÁN"
2020-03-23,3,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-23,1,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-23,5,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-23,4,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-23,1,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-23,3,"CIUDAD DE MÉXICO,VENUSTIANO CARRANZA"
2020-03-23,2,"CIUDAD DE MÉXICO,XOCHIMILCO"
2020-03-23,1,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-23,1,"COAHUILA DE ZARAGOZA,MONCLOVA"
2020-03-23,1,"DURANGO,DURANGO"
2020-03-23,1,"GUANAJUATO,CELAYA"
2020-03-23,1,"GUANAJUATO,IRAPUATO"
2020-03-23,1,"GUANAJUATO,LEÓN"
2020-03-23,1,"GUANAJUATO,SAN LUIS DE LA PAZ"
2020-03-23,1,"GUANAJUATO,SILAO DE LA VICTORIA"
2020-03-23,1,"GUANAJUATO,VALLE DE SANTIAGO"
2020-03-23,1,"GUERRERO,ACAPULCO DE JUÁREZ"
2020-03-23,1,"HIDALGO,PACHUCA DE SOTO"
2020-03-23,3,"JALISCO,CUAUTLA"
2020-03-23,1,"JALISCO,LAGOS DE MORENO"
2020-03-23,1,"JALISCO,PUERTO VALLARTA"
2020-03-23,3,"JALISCO,ZAPOPAN"
2020-03-23,1,"MICHOACÁN DE OCAMPO,LA PIEDAD"
2020-03-23,1,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-23,1,"MICHOACÁN DE OCAMPO,URUAPAN"
2020-03-23,2,"MORELOS,CUERNAVACA"
2020-03-23,3,"MÉXICO,ATIZAPÁN DE ZARAGOZA"
2020-03-23,2,"MÉXICO,COACALCO DE BERRIOZÁBAL"
2020-03-23,1,"MÉXICO,CUAUTITLÁN"
2020-03-23,2,"MÉXICO,CUAUTITLÁN IZCALLI"
2020-03-23,1,"MÉXICO,HUIXQUILUCAN"
2020-03-23,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-23,1,"MÉXICO,NICOLÁS ROMERO"
2020-03-23,1,"MÉXICO,TLALNEPANTLA DE BAZ"
2020-03-23,2,"MÉXICO,TOLUCA"
2020-03-23,1,"MÉXICO,XONACATLÁN"
2020-03-23,1,"NAYARIT,BAHÍA DE BANDERAS"
2020-03-23,1,"NAYARIT,TEPIC"
2020-03-23,3,"NUEVO LEÓN,GUADALUPE"
2020-03-23,1,"NUEVO LEÓN,MONTERREY"
2020-03-23,1,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-03-23,1,"OAXACA,OAXACA DE JUÁREZ"
2020-03-23,1,"OAXACA,SAN ANTONIO DE LA CAL"
2020-03-23,1,"PUEBLA,IZÚCAR DE MATAMOROS"
2020-03-23,5,"PUEBLA,PUEBLA"
2020-03-23,1,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-03-23,1,"PUEBLA,SAN PEDRO CHOLULA"
2020-03-23,1,"QUERÉTARO,CORREGIDORA"
2020-03-23,1,"QUERÉTARO,EL MARQUÉS"
2020-03-23,1,"QUERÉTARO,QUERÉTARO"
2020-03-23,3,"QUINTANA ROO,BENITO JUÁREZ"
2020-03-23,2,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-03-23,2,"SINALOA,MAZATLÁN"
2020-03-23,1,"SONORA,HERMOSILLO"
2020-03-23,1,"SONORA,NAVOJOA"
2020-03-23,1,"SONORA,SAN LUIS RÍO COLORADO"
2020-03-23,2,"TABASCO,CENTRO"
2020-03-23,1,"TABASCO,COMALCALCO"
2020-03-23,1,"TAMAULIPAS,VICTORIA"
2020-03-23,1,"TLAXCALA,TLAXCALA"
2020-03-23,3,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-03-23,1,"VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA"
2020-03-23,5,"YUCATÁN,MÉRIDA"
2020-03-24,4,"BAJA CALIFORNIA,MEXICALI"
2020-03-24,5,"BAJA CALIFORNIA,TIJUANA"
2020-03-24,2,"BAJA CALIFORNIA SUR,LOS CABOS"
2020-03-24,1,"CHIHUAHUA,JUÁREZ"
2020-03-24,4,"CIUDAD DE MÉXICO,AZCAPOTZALCO"
2020-03-24,1,"CIUDAD DE MÉXICO,BENITO JUÁREZ"
2020-03-24,5,"CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS"
2020-03-24,2,"CIUDAD DE MÉXICO,CUAUHTÉMOC"
2020-03-24,2,"CIUDAD DE MÉXICO,GUSTAVO A. MADERO"
2020-03-24,1,"CIUDAD DE MÉXICO,IZTACALCO"
2020-03-24,4,"CIUDAD DE MÉXICO,IZTAPALAPA"
2020-03-24,5,"CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS"
2020-03-24,4,"CIUDAD DE MÉXICO,MIGUEL HIDALGO"
2020-03-24,2,"CIUDAD DE MÉXICO,TLALPAN"
2020-03-24,3,"CIUDAD DE MÉXICO,XOCHIMILCO"
2020-03-24,2,"CIUDAD DE MÉXICO,ÁLVARO OBREGÓN"
2020-03-24,1,"COAHUILA DE ZARAGOZA,CASTAÑOS"
2020-03-24,3,"COAHUILA DE ZARAGOZA,MONCLOVA"
2020-03-24,1,"COAHUILA DE ZARAGOZA,SALTILLO"
2020-03-24,1,"COAHUILA DE ZARAGOZA,TORREÓN"
2020-03-24,1,"COLIMA,MANZANILLO"
2020-03-24,1,"DURANGO,GÓMEZ PALACIO"
2020-03-24,1,"GUANAJUATO,LEÓN"
2020-03-24,1,"HIDALGO,TIZAYUCA"
2020-03-24,7,"JALISCO,ZAPOPAN"
2020-03-24,3,"MICHOACÁN DE OCAMPO,MORELIA"
2020-03-24,3,"MORELOS,CUERNAVACA"
2020-03-24,3,"MÉXICO,CUAUTITLÁN IZCALLI"
2020-03-24,3,"MÉXICO,ECATEPEC DE MORELOS"
2020-03-24,1,"MÉXICO,HUIXQUILUCAN"
2020-03-24,3,"MÉXICO,METEPEC"
2020-03-24,1,"MÉXICO,NAUCALPAN DE JUÁREZ"
2020-03-24,4,"MÉXICO,NEZAHUALCÓYOTL"
